DRUG,WORD,STRING_SIM,PHONET_SIM,MATCH
carbamazepina,carbapazebina,0.84000,0.87563,1
carbamazepina,carbmazepina,0.95834,0.97782,1
carbamazepina,carbomazaprina,0.79862,0.86983,1
carbamazepina,carbomazepina,0.92000,0.95250,1
carbamazepina,carbomezipina,0.79000,0.88438,1
carbamazepina,carmabamazepina,0.93967,0.94838,1
carbamazepina,carmabazepina,0.90000,0.92000,1
carbamazepina,carmamazepina,0.92000,0.93063,1
carbamazepina,carmapazepina,0.87000,0.89563,1
carbamazepina,carmazepina,0.91000,0.92419,1
carbamazepina,carmbamazeopina,0.88032,0.91372,1
carbamazepina,carmbamazepina,0.94836,0.95408,1
carbamazepina,clarbamazepina,0.93838,0.93661,1
carbamazepina,crabamazepina,0.90000,0.95000,1
carbamazepina,crbamazepina,0.94836,0.97282,1
carbamazepina,ecarbamazepina,0.96832,0.98218,1
carbamazepina,mirtazepina,0.76163,0.78511,0
carbamazepina,oxacarbazepina,0.83855,0.87854,1
carbamazepina,oxcarabamazepina,0.87256,0.91983,0
carbamazepina,oxcarbamamzepina,0.87256,0.90782,0
carbamazepina,oxcarbamazepina,0.91989,0.94408,0
carbamazepina,oxcarbamazeppina,0.88226,0.93702,0
carbamazepina,oxcarbamzapina,0.80860,0.87857,0
carbamazepina,oxcarbazepina,0.86000,0.88813,0
carbamazepina,oxicarbamazepina,0.88226,0.92709,1
carbamazepina,oxicarbazepina,0.83855,0.87979,0
clorpromazina,carbomazaprina,0.75869,0.80174,0
clorpromazina,claopramazina,0.83000,0.89043,1
clorpromazina,cloepromazina,0.91000,0.92793,1
clorpromazina,cloimipramina,0.76000,0.81238,0
clorpromazina,clomiporamina,0.76000,0.81362,0
clorpromazina,clomipramina,0.78864,0.82805,0
clorpromazina,clomiprammina,0.78000,0.82643,0
clorpromazina,clomorprazina,0.90000,0.91250,1
clorpromazina,clopormazina,0.86850,0.91415,1
clorpromazina,clopramazina,0.87848,0.91664,1
clorpromazina,clopramazinha,0.81000,0.88480,1
clorpromazina,cloprimazina,0.87848,0.91602,1
clorpromazina,clopromapina,0.87848,0.88171,0
clorpromazina,clopromasina,0.84853,0.93536,1
clorpromazina,clopromazepina,0.87848,0.89664,1
clorpromazina,clopromazin,0.91989,0.93849,1
clorpromazina,clopromazina,0.94836,0.95408,1
clorpromazina,clopromazinha,0.89000,0.92605,1
clorpromazina,clopromazna,0.88032,0.91185,1
clorpromazina,clopromozina,0.87848,0.91477,1
clorpromazina,cloprormazina,0.90000,0.91875,1
clorpromazina,cloripramina,0.79862,0.86486,0
clorpromazina,clormoprazina,0.88000,0.89875,1
clorpromazina,cloropormazina,0.88846,0.94288,1
clorpromazina,cloropromazina,0.95834,0.97782,1
clorpromazina,clororpomazina,0.91841,0.92785,1
clorpromazina,clorplomazina,0.95000,0.95938,1
clorpromazina,clorpoamazina,0.90000,0.92855,1
clorpromazina,clorpomazina,0.95834,0.95970,1
clorpromazina,clorpoomazina,0.95000,0.95813,1
clorpromazina,clorpormazina,0.92000,0.96000,1
clorpromazina,clorporomazina,0.95834,0.97782,1
clorpromazina,clorppromazina,0.96832,0.99406,1
clorpromazina,clorpramazina,0.93000,0.96250,1
clorpromazina,clorpramina,0.84076,0.88770,0
clorpromazina,clorprazina,0.91000,0.92606,0
clorpromazina,clorprmazina,0.95834,0.97782,1
clorpromazina,clorproamzina,0.90000,0.95000,1
clorpromazina,clorproazina,0.92839,0.93661,1
clorpromazina,clorproma,0.81627,0.85943,1
clorpromazina,clorpromacina,0.92000,0.92563,1
clorpromazina,clorpromaina,0.92839,0.93287,1
clorpromazina,clorpromaizna,0.90000,0.95000,1
clorpromazina,clorpromanzina,0.94836,0.95783,1
clorpromazina,clorpromaz,0.88226,0.86320,1
clorpromazina,clorpromazaina,0.95834,0.97719,1
clorpromazina,clorpromazepina,0.91989,0.93600,1
clorpromazina,clorpromazia,0.92839,0.94535,1
clorpromazina,clorpromazian,0.93000,0.96500,1
clorpromazina,clorpromazida,0.90000,0.91188,1
clorpromazina,clorpromazina,1.00000,1.00000,1
clorpromazina,clorpromazinar,0.97831,0.97966,1
clorpromazina,clorpromazine,0.94000,0.96250,1
clorpromazina,clorpromazinha,0.93838,0.97033,1
clorpromazina,clorpromazna,0.92839,0.95598,1
clorpromazina,clorprommazina,0.96832,0.99406,1
clorpromazina,clorpromoazina,0.95834,0.97782,1
clorpromazina,clorpromozina,0.93000,0.96063,1
clorpromazina,clorpromz,0.76936,0.80089,1
clorpromazina,clorpromzina,0.94836,0.97095,1
clorpromazina,clorpropamida,0.75000,0.80500,0
clorpromazina,clorpropmazina,0.95834,0.96219,1
clorpromazina,clorprormazina,0.95834,0.96531,1
clorpromazina,clorprramezina,0.83855,0.87098,1
clorpromazina,clorptomazina,0.92000,0.92000,1
clorpromazina,clorptromazina,0.93838,0.93973,1
clorpromazina,clortpromazina,0.93838,0.93973,1
clorpromazina,clotrpromazina,0.93838,0.93848,1
clorpromazina,clrorpromazina,0.94836,0.96032,1
clorpromazina,clrpromazina,0.94836,0.97282,1
clorpromazina,colrpromazina,0.90000,0.95000,1
clorpromazina,comaprazina,0.82098,0.83523,0
clorpromazina,comclopromazina,0.90011,0.91113,1
clorpromazina,copromazina,0.88032,0.89522,1
clorpromazina,corpromazina,0.92839,0.93162,1
clorpromazina,lemepromazina,0.78000,0.82674,0
clorpromazina,levomepromazina,0.76163,0.79713,0
clorpromazina,levopromazina,0.80000,0.82614,0
clorpromazina,levopromazine,0.76000,0.80052,0
clorpromazina,levopromnazina,0.76867,0.79861,0
clorpromazina,lvomepromazina,0.79862,0.81984,0
clorpromazina,pprometazina,0.75869,0.77712,0
clorpromazina,prometazina,0.76163,0.77767,0
clorpromazina,promometazina,0.76000,0.78056,0
clorpromazina,promtazina,0.78531,0.79690,0
diazepam,cddiazeam,0.83855,0.84598,1
diazepam,daizepan,0.79000,0.83938,1
diazepam,dediazepan,0.84076,0.86523,1
diazepam,dfiazepam,0.91841,0.91415,1
diazepam,diazapan,0.78000,0.82938,1
diazepam,diazedpam,0.95834,0.96219,1
diazepam,diazempan,0.86850,0.89294,1
diazepam,diazepan,0.87000,0.88438,1
diazepam,diazepna,0.85000,0.87438,1
diazepam,diazeppan,0.84853,0.88035,1
diazepam,diazepqn,0.80000,0.81616,1
diazepam,diazepán,0.80000,0.88000,1
diazepam,diazerpan,0.79862,0.81058,1
diazepam,diiazepan,0.84853,0.88035,1
diazepam,dizaepan,0.79000,0.84438,1
diazepam,ependima,0.75000,0.77813,0
diazepam,pandemia,0.75000,0.77813,0
dipirona,adicionar,0.76867,0.77798,0
dipirona,alnodipina,0.77152,0.78445,0
dipirona,alondipino,0.76163,0.78137,0
dipirona,amiadorona,0.75174,0.80338,0
dipirona,amiodarona,0.75174,0.80647,0
dipirona,amiodorona,0.75174,0.80400,0
dipirona,amiopdarona,0.75622,0.82679,0
dipirona,anlodipina,0.77152,0.78445,0
dipirona,anlodipiona,0.77561,0.78969,0
dipirona,anlodipirna,0.81439,0.85776,0
dipirona,anlodipirno,0.76592,0.83539,0
dipirona,anlodiprina,0.76592,0.83352,0
dipirona,apioando,0.75000,0.80301,0
dipirona,aprendio,0.75000,0.84250,0
dipirona,aprimodona,0.75174,0.82072,0
dipirona,aspirando,0.75869,0.81618,0
dipirona,benpirona,0.76867,0.80121,0
dipirona,biperidona,0.77152,0.82874,0
dipirona,biprpiona,0.78864,0.81682,0
dipirona,ddipiroana,0.91989,0.96749,1
dipirona,dicpirona,0.91841,0.91540,1
dipirona,didpirona,0.95834,0.96968,1
dipirona,dinpondo,0.75000,0.78180,0
dipirona,dipeiorna,0.82857,0.90606,1
dipirona,dipiorna,0.90000,0.95000,1
dipirona,dipirnona,0.94836,0.96469,1
dipirona,dipirobna,0.91841,0.92538,1
dipirona,dipironal,0.93838,0.93474,1
dipirona,dipiropna,0.95834,0.96219,1
dipirona,dipirotna,0.91841,0.92413,1
dipirona,dippirona,0.96832,0.99406,1
dipirona,diprinona,0.88846,0.93474,1
dipirona,dipriorna,0.86850,0.92164,1
dipirona,diprospan,0.81858,0.86361,0
dipirona,diprospna,0.85851,0.88358,0
dipirona,diripirona,0.93967,0.94838,1
dipirona,dirpioan,0.83000,0.87750,0
dipirona,dirpioane,0.78864,0.85047,0
dipirona,dirpiona,0.90000,0.91250,1
dipirona,dirpirona,0.94836,0.95408,1
dipirona,disperidona,0.75622,0.80517,0
dipirona,dispropan,0.78864,0.83257,0
dipirona,disronia,0.80000,0.80500,0
dipirona,dpirojna,0.86000,0.87111,1
dipirona,drospirenona,0.75060,0.80642,0
dipirona,espirona,0.78000,0.79500,0
dipirona,inapropirdo,0.78531,0.83518,0
dipirona,inspirado,0.78864,0.81806,0
dipirona,inspirando,0.76163,0.81604,0
dipirona,nimodipina,0.78141,0.79750,0
dipirona,ortadina,0.75000,0.77563,0
dipirona,pandeiro,0.78000,0.83750,0
dipirona,pardinson,0.76867,0.81390,0
dipirona,pdipironam,0.91000,0.92119,1
dipirona,piorando,0.78000,0.86750,0
dipirona,piridoxina,0.78141,0.82558,0
dipirona,piroando,0.84000,0.89750,0
dipirona,pirodoxina,0.81108,0.83792,0
dipirona,porcionada,0.75174,0.81137,0
dipirona,prdnisona,0.78864,0.82700,0
dipirona,predinsona,0.76163,0.80611,0
dipirona,predniona,0.78864,0.84800,0
dipirona,primidona,0.77865,0.83928,0
dipirona,prmidona,0.78000,0.83860,0
dipirona,procaina,0.75000,0.77375,0
dipirona,profundida,0.75174,0.78566,0
dipirona,prondial,0.82000,0.84924,0
dipirona,provinda,0.76000,0.80052,0
dipirona,repirando,0.75869,0.80058,0
dipirona,repiridona,0.80119,0.82305,0
dipirona,respiridona,0.75622,0.77502,0
dipirona,respirodona,0.77561,0.77919,0
dipirona,riepridona,0.75174,0.79954,0
dipirona,riperidona,0.78141,0.81438,0
dipirona,rispeirdona,0.75622,0.77315,0
dipirona,rispiredona,0.77561,0.78284,0
dipirona,rispiridona,0.79500,0.79940,0
dipirona,rispirodona,0.81439,0.80847,0
dipirona,rispirona,0.81858,0.78562,0
dipirona,rispridona,0.75174,0.78209,0
dipirona,ziprazidona,0.75622,0.78914,0
enalapril,acrenalina,0.75869,0.78799,0
enalapril,adrenalina,0.75869,0.78799,0
enalapril,analapril,0.90000,0.94063,1
enalapril,analopril,0.81000,0.88750,1
enalapril,apresental,0.75869,0.78061,0
enalapril,benazepril,0.82857,0.84676,0
enalapril,benazzepril,0.78141,0.83792,0
enalapril,ealapril,0.91841,0.92351,1
enalapril,elanapril,0.90000,0.92500,1
enalapril,elnalpril,0.91000,0.94041,1
enalapril,enalapirl,0.88000,0.94000,1
enalapril,enalappril,0.96832,0.99406,1
enalapril,enalapril,1.00000,1.00000,1
enalapril,enalaprilde,0.92978,0.93221,1
enalapril,enalapriol,0.91841,0.95286,1
enalapril,enalaprl,0.91841,0.95099,1
enalapril,enalaprlil,0.95834,0.96968,1
enalapril,enalaprol,0.86000,0.91438,1
enalapril,enalaprril,0.96832,0.89281,1
enalapril,enalarpril,0.94836,0.95533,1
enalapril,enalepril,0.95000,0.97188,1
enalapril,enallapril,0.96832,0.99406,1
enalapril,enalpril,0.95834,0.97719,1
enalapril,enapalpril,0.89845,0.92788,1
enalapril,enaqlapril,0.91841,0.91665,1
enalapril,enealapril,0.95834,0.97782,1
enalapril,enelapril,0.93000,0.96250,1
enalapril,enlapril,0.94836,0.97220,1
enalapril,enlaprol,0.80860,0.88485,1
enalapril,ennalapril,0.96832,0.99406,1
enalapril,eprirtoneal,0.76163,0.81070,0
enalapril,epritoneal,0.76867,0.81362,0
enalapril,inalapril,0.90000,0.94000,1
enalapril,nalapril,0.93838,0.96097,1
enalapril,pariental,0.80000,0.83063,0
enalapril,pencilina,0.75000,0.77188,0
enalapril,perianal,0.82857,0.88045,0
enalapril,perianeal,0.79000,0.85920,0
enalapril,pericanal,0.79000,0.83000,0
enalapril,perigenital,0.75174,0.76894,0
enalapril,perilesional,0.75622,0.81502,0
enalapril,perinasal,0.79000,0.82750,0
enalapril,perinatal,0.79000,0.82375,0
enalapril,perineal,0.81858,0.87546,0
enalapril,perineural,0.75869,0.83301,0
enalapril,perinial,0.81858,0.87421,0
enalapril,perirenal,0.87000,0.89875,0
enalapril,perirrenal,0.84853,0.85347,0
enalapril,peritenal,0.83000,0.85000,0
enalapril,periteneal,0.79862,0.83359,0
enalapril,peritneal,0.78000,0.82500,0
enalapril,peritonal,0.77000,0.81188,0
enalapril,postenalapril,0.80689,0.83347,0
enalapril,pradnail,0.75869,0.81112,0
enalapril,preliminar,0.75869,0.82554,0
enalapril,prenatal,0.77865,0.81486,0
enalapril,presencial,0.76867,0.79372,0
enalapril,presenla,0.76867,0.81862,0
enalapril,principal,0.75000,0.79677,0
enalapril,prinicpal,0.75000,0.79677,0
enalapril,prisional,0.75000,0.79875,0
enalapril,pterional,0.77000,0.80688,0
fluoxetina,afluoxetina,0.96832,0.98218,1
fluoxetina,cefaleixna,0.65000,0.73063,0
fluoxetina,cefaltorina,0.65886,0.72758,0
fluoxetina,cefoxetina,0.80000,0.82625,0
fluoxetina,cefxitina,0.67883,0.76058,0
fluoxetina,duloxertina,0.75869,0.78500,0
fluoxetina,duloxetina,0.82000,0.84688,0
fluoxetina,duolexetina,0.79862,0.83420,0
fluoxetina,duoloxetina,0.81858,0.84419,0
fluoxetina,duoxetina,0.82857,0.81620,0
fluoxetina,efluoxetina,0.96832,0.98218,1
fluoxetina,faltante,0.61326,0.74681,0
fluoxetina,faltendo,0.61326,0.73614,0
fluoxetina,faltulencia,0.62891,0.73757,0
fluoxetina,feluoxetina,0.94836,0.97220,1
fluoxetina,ffluoxetina,0.97831,0.99593,1
fluoxetina,fleuoxetina,0.94836,0.97220,1
fluoxetina,flexoext,0.64293,0.75351,0
fluoxetina,flhuoxetina,0.92839,0.96846,1
fluoxetina,flioxetina,0.90000,0.94125,1
fluoxetina,fliuoxetina,0.94836,0.97220,1
fluoxetina,fljuoxetina,0.92839,0.92538,1
fluoxetina,flkuoxetina,0.92839,0.92289,1
fluoxetina,flluoxetina,0.96832,0.99406,1
fluoxetina,flooxetina,0.91000,0.95128,1
fluoxetina,florentina,0.76000,0.80863,0
fluoxetina,flouoxetina,0.94836,0.97220,1
fluoxetina,flouxetina,0.90000,0.94500,1
fluoxetina,floxetina,0.91841,0.95286,1
fluoxetina,floxitina,0.82857,0.89920,1
fluoxetina,fluexetina,0.90000,0.94125,1
fluoxetina,fluexitina,0.83000,0.90563,1
fluoxetina,fluexotina,0.85000,0.91875,1
fluoxetina,fluioxetina,0.94836,0.97095,1
fluoxetina,fluixetina,0.90000,0.94063,1
fluoxetina,fluocetina,0.87000,0.89375,1
fluoxetina,fluoetina,0.91841,0.92538,1
fluoxetina,fluoexetina,0.94836,0.97220,1
fluoxetina,fluoexitina,0.87848,0.93726,1
fluoxetina,fluoextina,0.90000,0.95000,1
fluoxetina,fluoiaxetiana,0.86287,0.92529,1
fluoxetina,fluoixetina,0.94836,0.97095,1
fluoxetina,fluonetina,0.90000,0.91313,1
fluoxetina,fluopxetina,0.92839,0.92289,1
fluoxetina,fluorxetina,0.92839,0.92538,1
fluoxetina,fluosetina,0.87000,0.97563,1
fluoxetina,fluotenina,0.83000,0.87625,0
fluoxetina,fluoxcetina,0.92839,0.90470,1
fluoxetina,fluoxecitna,0.85851,0.90043,1
fluoxetina,fluoxeetina,0.96832,0.99406,1
fluoxetina,fluoxeitina,0.94836,0.97220,1
fluoxetina,fluoxeitna,0.90000,0.95000,1
fluoxetina,fluoxentina,0.94836,0.95408,1
fluoxetina,fluoxertina,0.92839,0.92538,1
fluoxetina,fluoxetian,0.92000,0.96000,1
fluoxetina,fluoxetiane,0.89845,0.94787,1
fluoxetina,fluoxetiina,0.96832,0.99406,1
fluoxetina,fluoxetin,0.94836,0.96783,1
fluoxetina,fluoxetina,1.00000,1.00000,1
fluoxetina,fluoxetinaaté,0.89195,0.95556,1
fluoxetina,fluoxetinam,0.94836,0.94285,1
fluoxetina,fluoxetinao,0.97831,0.98780,1
fluoxetina,fluoxetinap,0.94836,0.94285,1
fluoxetina,fluoxetinapara,0.84442,0.86485,1
fluoxetina,fluoxetinapela,0.85380,0.88685,1
fluoxetina,fluoxetinapor,0.88226,0.88494,1
fluoxetina,fluoxetinas,0.94836,0.95159,1
fluoxetina,fluoxetinasindrome,0.60216,0.70447,1
fluoxetina,fluoxetine,0.93000,0.95750,1
fluoxetina,fluoxetinha,0.92839,0.97158,1
fluoxetina,fluoxetinma,0.92839,0.93287,1
fluoxetina,fluoxetino,0.93000,0.95750,1
fluoxetina,fluoxetiona,0.95834,0.97657,1
fluoxetina,fluoxetna,0.91841,0.95099,1
fluoxetina,fluoxetona,0.91000,0.94625,1
fluoxetina,fluoxetrina,0.92839,0.92663,1
fluoxetina,fluoxettina,0.96832,0.99406,1
fluoxetina,fluoxettna,0.91000,0.94941,1
fluoxetina,fluoxewtina,0.92839,0.97095,1
fluoxetina,fluoxitena,0.85000,0.91875,1
fluoxetina,fluoxitina,0.90000,0.94125,1
fluoxetina,fluoxrtina,0.87000,0.88797,1
fluoxetina,fluoxsetina,0.92839,0.93536,1
fluoxetina,fluoxteina,0.90000,0.95000,1
fluoxetina,fluoxtina,0.91841,0.95099,1
fluoxetina,fluoxxetina,0.96832,0.99406,1
fluoxetina,fluozetina,0.87000,0.97563,1
fluoxetina,fluozxetinba,0.86054,0.92015,1
fluoxetina,flurxetina,0.87000,0.88797,1
fluoxetina,fluuoxetiina,0.93967,0.98869,1
fluoxetina,fluuoxetina,0.96832,0.99406,1
fluoxetina,fluxertina,0.85000,0.87797,1
fluoxetina,fluxetina,0.91841,0.95099,1
fluoxetina,fluxetinade,0.86850,0.90291,1
fluoxetina,fluxetinae,0.91000,0.94625,1
fluoxetina,fluxetna,0.84076,0.90486,1
fluoxetina,fluxocina,0.75869,0.79612,0
fluoxetina,fluxoetin,0.84853,0.91792,1
fluoxetina,fluxoetina,0.90000,0.95000,1
fluoxetina,fluxotina,0.84853,0.91605,1
fluoxetina,fluyoxetina,0.92839,0.96721,1
fluoxetina,fluzetina,0.81858,0.93227,1
fluoxetina,fuloxetina,0.90000,0.95000,1
fluoxetina,fuoxrtina,0.79862,0.81609,1
fluoxetina,infiltrante,0.61893,0.70616,0
fluoxetina,profluoxetina,0.87256,0.87700,0
fluoxetina,àfluoxetina,0.94836,0.98093,1
glicose,gliconil,0.75869,0.78997,0
glicose,glicosam,0.79862,0.82989,0
glicose,glicosietro,0.79751,0.83150,0
glicose,glicosilda,0.76592,0.82413,0
glicose,glicosmetro,0.76936,0.72018,0
glicose,glicotest,0.81108,0.77220,0
glicose,glicotet,0.77865,0.77439,0
glicose,nrglicose,0.87043,0.87420,1
glicose,silicone,0.76867,0.73157,0
ibuprofeno,aibuprofeno,0.94836,0.96846,1
ibuprofeno,biprofenid,0.80000,0.85858,1
ibuprofeno,broncofonia,0.60895,0.70759,0
ibuprofeno,cdibuprofeno,0.90011,0.89646,1
ibuprofeno,cibuprofeno,0.94836,0.94909,1
ibuprofeno,citoprofeno,0.75869,0.79871,0
ibuprofeno,flurbiprofeno,0.78531,0.83493,0
ibuprofeno,ibiuprofeno,0.95834,0.97782,1
ibuprofeno,iboprefeno,0.83000,0.90563,1
ibuprofeno,iboprofeno,0.90000,0.94125,1
ibuprofeno,ibprofeno,0.91841,0.95099,1
ibuprofeno,ibrofenol,0.81858,0.84107,0
ibuprofeno,ibrupofeno,0.90000,0.91375,1
ibuprofeno,ibruprofeno,0.94836,0.95658,1
ibuprofeno,ibubrofeno,0.91000,0.92875,1
ibuprofeno,ibufrofeno,0.90000,0.90688,1
ibuprofeno,ibuoprof,0.82098,0.86782,1
ibuprofeno,ibuoprofeno,0.94836,0.97220,1
ibuprofeno,ibuparofeno,0.92839,0.95723,1
ibuprofeno,ibuporfeno,0.90000,0.95000,1
ibuprofeno,ibuprefeno,0.92000,0.95563,1
ibuprofeno,ibupreofeno,0.94836,0.97158,1
ibuprofeno,ibuprfeno,0.94836,0.97095,1
ibuprofeno,ibuprifeno,0.93000,0.96063,1
ibuprofeno,ibupriofeno,0.95834,0.97657,1
ibuprofeno,ibuproefeno,0.94836,0.97220,1
ibuprofeno,ibuprofano,0.87000,0.92125,1
ibuprofeno,ibuprofen,0.97831,0.98780,1
ibuprofeno,ibuprofenao,0.92839,0.95723,1
ibuprofeno,ibuprofenio,0.95834,0.97657,1
ibuprofeno,ibuprofeno,1.00000,1.00000,1
ibuprofeno,ibuprofenol,0.94836,0.94285,1
ibuprofeno,ibuprofenom,0.94836,0.95159,1
ibuprofeno,ibuprofenop,0.97831,0.97966,1
ibuprofeno,ibuprofenos,0.94836,0.95159,1
ibuprofeno,ibuprofenpo,0.95834,0.96968,1
ibuprofeno,ibuprofneo,0.88000,0.94000,1
ibuprofeno,ibuprofreno,0.95834,0.96344,1
ibuprofeno,ibuprofrno,0.91000,0.93105,1
ibuprofeno,ibuprogfeno,0.92839,0.93808,1
ibuprofeno,ibupropiona,0.76867,0.81050,0
ibuprofeno,ibuproprofeno,0.94043,0.95050,1
ibuprofeno,ibuptofeno,0.87000,0.85750,1
ibuprofeno,iburprofeno,0.94836,0.95658,1
ibuprofeno,iobprofeno,0.87000,0.92625,1
ibuprofeno,iubprofeno,0.90000,0.95000,1
ibuprofeno,lbuprofeno,0.88000,0.90108,1
ibuprofeno,profenid,0.77152,0.81581,0
ibuprofeno,profenil,0.77152,0.81706,0
ibuprofeno,ubuprofeno,0.91000,0.94688,1
imipramina,amfepramona,0.65886,0.74751,0
imipramina,amineptina,0.75000,0.77688,0
imipramina,amipramida,0.82000,0.85125,0
imipramina,amipramina,0.95000,0.97250,1
imipramina,amipriptilina,0.76592,0.80883,0
imipramina,amipritilina,0.78141,0.81684,0
imipramina,amiriptlina,0.75869,0.78188,0
imipramina,amitriplina,0.75869,0.79186,0
imipramina,amitriprilina,0.75622,0.79532,0
imipramina,amitriptina,0.75869,0.78812,0
imipramina,amputaram,0.60895,0.71129,0
imipramina,amtriplina,0.76000,0.79241,0
imipramina,bomperidorna,0.61326,0.72002,0
imipramina,cloimipramina,0.85317,0.86356,0
imipramina,clomiporamina,0.77561,0.81792,0
imipramina,clomipramina,0.84076,0.85558,0
imipramina,clomiprammina,0.80470,0.84881,0
imipramina,cloripramina,0.80119,0.82219,0
imipramina,clorpramina,0.78864,0.81332,0
imipramina,compartim,0.60895,0.69960,0
imipramina,competiram,0.62000,0.70182,0
imipramina,complicaram,0.62891,0.69760,0
imipramina,compraram,0.62891,0.72096,0
imipramina,comprimemindo,0.61079,0.70927,0
imipramina,comprimenta,0.66884,0.75766,0
imipramina,comprimentar,0.66272,0.75006,0
imipramina,comprimentoao,0.60110,0.71942,0
imipramina,comprimiam,0.74000,0.80487,0
imipramina,comprimidinho,0.61079,0.71982,0
imipramina,comprimidno,0.63889,0.72282,0
imipramina,comprimindo,0.64888,0.73894,0
imipramina,comprimindos,0.62315,0.70518,0
imipramina,cumprimenta,0.66884,0.75766,0
imipramina,cumprimentada,0.63018,0.72063,0
imipramina,cumprimentado,0.60110,0.70046,0
imipramina,cumprimentam,0.68250,0.75753,0
imipramina,cumprimentar,0.66272,0.75006,0
imipramina,cumprimentarem,0.60048,0.70729,0
imipramina,cumprimentavam,0.62863,0.70412,0
imipramina,cumpriram,0.69879,0.77383,0
imipramina,desipramina,0.81858,0.83365,0
imipramina,eimipramina,0.94836,0.96846,1
imipramina,empiricamente,0.60110,0.71764,0
imipramina,empurram,0.60337,0.60829,0
imipramina,empurraram,0.62000,0.69153,0
imipramina,excitalompram,0.60110,0.69310,0
imipramina,fiminuiram,0.76000,0.77500,0
imipramina,framinal,0.76163,0.76078,0
imipramina,himipramina,0.94836,0.99032,1
imipramina,iipramina,0.94836,0.96059,1
imipramina,imaprimina,0.87000,0.93250,1
imipramina,imeipramina,0.92839,0.95723,1
imipramina,imepramina,0.91000,0.94625,1
imipramina,imiipramina,0.96832,0.99406,1
imipramina,imimpramina,0.95834,0.96843,1
imipramina,imiopramina,0.92839,0.95723,1
imipramina,imipiramina,0.95834,0.97782,1
imipramina,imiporamina,0.92839,0.95723,1
imipramina,imippramina,0.96832,0.99406,1
imipramina,imipprmina,0.92000,0.96688,1
imipramina,imipramian,0.93000,0.96500,1
imipramina,imipramida,0.87000,0.87875,1
imipramina,imipramina,1.00000,1.00000,1
imipramina,imipraminaa,0.97831,0.99593,1
imipramina,imipraminas,0.94836,0.94285,1
imipramina,imipraminba,0.92839,0.94160,1
imipramina,imipramine,0.93000,0.95750,1
imipramina,imipramiona,0.92839,0.95723,1
imipramina,imipramna,0.95834,0.97719,1
imipramina,imipramnina,0.94836,0.96469,1
imipramina,imipranina,0.93000,0.95063,1
imipramina,imipraqmina,0.92839,0.92413,1
imipramina,imipriamina,0.95834,0.97782,1
imipramina,imiprimamina,0.94956,0.96082,1
imipramina,imiprimana,0.91000,0.95250,1
imipramina,imiprimina,0.93000,0.96313,1
imipramina,imipripramina,0.94043,0.95236,1
imipramina,imiprmaina,0.91000,0.95500,1
imipramina,imiprmina,0.94836,0.97220,1
imipramina,imirpamina,0.90000,0.91375,1
imipramina,imirpimina,0.85000,0.88688,1
imipramina,imirpramina,0.94836,0.95408,1
imipramina,imitripilina,0.76163,0.79323,0
imipramina,impediram,0.72874,0.78928,0
imipramina,impediriam,0.71000,0.78188,0
imipramina,impiramina,0.91000,0.95500,1
imipramina,implantaram,0.74870,0.80022,0
imipramina,implicaram,0.73000,0.77679,0
imipramina,implicarem,0.63000,0.71992,0
imipramina,implicariam,0.69879,0.76316,0
imipramina,importam,0.71217,0.77432,0
imipramina,importaram,0.73000,0.79301,0
imipramina,importavam,0.69000,0.73557,0
imipramina,importunam,0.72000,0.79425,0
imipramina,impramina,0.95834,0.97782,1
imipramina,impregna,0.75174,0.82139,0
imipramina,impressionavam,0.65677,0.74354,0
imipramina,imprimem,0.68250,0.79083,0
imipramina,imprimindo,0.73000,0.81173,0
imipramina,imprimir,0.76163,0.84028,0
imipramina,impuseram,0.69879,0.76557,0
imipramina,incriminar,0.77000,0.81862,0
imipramina,indapamina,0.80000,0.81375,0
imipramina,interromperam,0.66896,0.74221,0
imipramina,iprimine,0.76163,0.84626,0
imipramina,lemepromazina,0.63988,0.74011,0
imipramina,levomepramazina,0.62670,0.70814,0
imipramina,levomepramzina,0.65677,0.72173,0
imipramina,limparam,0.76163,0.81891,0
imipramina,limparem,0.65282,0.75462,0
imipramina,lvomepromazina,0.60048,0.69358,0
imipramina,maxapram,0.66272,0.74528,0
imipramina,maxipram,0.78141,0.82317,0
imipramina,maxipran,0.78141,0.83380,0
imipramina,mepramim,0.80119,0.85945,0
imipramina,mepraramim,0.79000,0.84297,0
imipramina,mepraramin,0.84000,0.89293,0
imipramina,metfoprmina,0.71876,0.77151,0
imipramina,metfprmina,0.75000,0.79229,0
imipramina,metoclopramin,0.67866,0.73322,0
imipramina,metoclopramina,0.68492,0.74065,0
imipramina,metoclopraminda,0.61775,0.68277,0
imipramina,metoclpramina,0.72714,0.76496,0
imipramina,mipramina,0.96832,0.98281,1
imipramina,nimodipina,0.75000,0.77125,0
imipramina,paradiminuir,0.75174,0.80637,0
imipramina,permitrina,0.75000,0.81674,0
imipramina,pintaram,0.77152,0.82448,0
imipramina,pioraramn,0.76867,0.85050,0
imipramina,pirazinamida,0.75174,0.78828,0
imipramina,pirimetamina,0.77152,0.82812,0
imipramina,ppramina,0.91989,0.94516,0
imipramina,pracaina,0.76163,0.78075,0
imipramina,pramipezan,0.78000,0.82300,0
imipramina,predmina,0.77152,0.81834,0
imipramina,predominaram,0.75174,0.80418,0
imipramina,preliminar,0.79000,0.82862,0
